2020-12-28 15:31:37,383 - Epoch: 1000	MRR: 0.031	Hits@10: 0.078	Hits@5: 0.064	Hits@1: 0.005
2020-12-28 15:43:48,193 - Epoch: 2000	MRR: 0.057	Hits@10: 0.107	Hits@5: 0.078	Hits@1: 0.027
2020-12-28 15:56:08,675 - Epoch: 3000	MRR: 0.064	Hits@10: 0.127	Hits@5: 0.093	Hits@1: 0.028
2020-12-28 16:08:23,761 - Epoch: 4000	MRR: 0.063	Hits@10: 0.134	Hits@5: 0.090	Hits@1: 0.025
2020-12-28 16:20:39,119 - Epoch: 5000	MRR: 0.082	Hits@10: 0.141	Hits@5: 0.096	Hits@1: 0.049
2020-12-28 16:33:02,106 - Epoch: 6000	MRR: 0.087	Hits@10: 0.148	Hits@5: 0.107	Hits@1: 0.054
2020-12-28 16:45:19,475 - Epoch: 7000	MRR: 0.086	Hits@10: 0.162	Hits@5: 0.112	Hits@1: 0.048
2020-12-28 16:57:37,774 - Epoch: 8000	MRR: 0.083	Hits@10: 0.152	Hits@5: 0.103	Hits@1: 0.049
2020-12-28 17:09:54,311 - Epoch: 9000	MRR: 0.084	Hits@10: 0.150	Hits@5: 0.107	Hits@1: 0.048
2020-12-28 17:22:14,493 - Epoch: 10000	MRR: 0.088	Hits@10: 0.159	Hits@5: 0.121	Hits@1: 0.048
2020-12-28 17:34:27,917 - Epoch: 11000	MRR: 0.082	Hits@10: 0.145	Hits@5: 0.117	Hits@1: 0.043
2020-12-28 17:46:39,787 - Epoch: 12000	MRR: 0.080	Hits@10: 0.154	Hits@5: 0.112	Hits@1: 0.039
2020-12-28 17:58:57,063 - Epoch: 13000	MRR: 0.090	Hits@10: 0.164	Hits@5: 0.123	Hits@1: 0.050
2020-12-28 18:11:16,608 - Epoch: 14000	MRR: 0.087	Hits@10: 0.149	Hits@5: 0.111	Hits@1: 0.051
2020-12-28 18:25:04,091 - Epoch: 15000	MRR: 0.090	Hits@10: 0.157	Hits@5: 0.114	Hits@1: 0.052
2020-12-28 18:39:45,173 - Epoch: 16000	MRR: 0.089	Hits@10: 0.153	Hits@5: 0.120	Hits@1: 0.050
2020-12-28 18:52:14,666 - Epoch: 17000	MRR: 0.089	Hits@10: 0.158	Hits@5: 0.120	Hits@1: 0.048
2020-12-28 19:04:31,506 - Epoch: 18000	MRR: 0.090	Hits@10: 0.150	Hits@5: 0.124	Hits@1: 0.050
2020-12-28 19:16:47,607 - Epoch: 19000	MRR: 0.088	Hits@10: 0.143	Hits@5: 0.115	Hits@1: 0.051
2020-12-28 19:29:02,318 - Epoch: 20000	MRR: 0.082	Hits@10: 0.148	Hits@5: 0.113	Hits@1: 0.041
2020-12-28 19:41:17,819 - Epoch: 21000	MRR: 0.088	Hits@10: 0.149	Hits@5: 0.117	Hits@1: 0.052
2020-12-28 19:53:35,716 - Epoch: 22000	MRR: 0.088	Hits@10: 0.155	Hits@5: 0.116	Hits@1: 0.047
2020-12-28 20:05:52,363 - Epoch: 23000	MRR: 0.089	Hits@10: 0.160	Hits@5: 0.116	Hits@1: 0.050
2020-12-28 20:18:16,124 - Epoch: 24000	MRR: 0.092	Hits@10: 0.157	Hits@5: 0.129	Hits@1: 0.051
2020-12-28 20:30:29,175 - Epoch: 25000	MRR: 0.087	Hits@10: 0.153	Hits@5: 0.117	Hits@1: 0.049
2020-12-28 20:42:43,918 - Epoch: 26000	MRR: 0.088	Hits@10: 0.153	Hits@5: 0.118	Hits@1: 0.049
2020-12-28 20:55:02,834 - Epoch: 27000	MRR: 0.085	Hits@10: 0.159	Hits@5: 0.117	Hits@1: 0.044
2020-12-28 21:07:08,587 - Epoch: 28000	MRR: 0.084	Hits@10: 0.155	Hits@5: 0.120	Hits@1: 0.044
2020-12-28 21:19:21,718 - Epoch: 29000	MRR: 0.082	Hits@10: 0.149	Hits@5: 0.117	Hits@1: 0.043
2020-12-28 21:31:33,813 - Epoch: 30000	MRR: 0.086	Hits@10: 0.161	Hits@5: 0.119	Hits@1: 0.046
2020-12-28 21:43:45,407 - Epoch: 31000	MRR: 0.084	Hits@10: 0.148	Hits@5: 0.119	Hits@1: 0.045
2020-12-28 21:55:54,836 - Epoch: 32000	MRR: 0.083	Hits@10: 0.151	Hits@5: 0.115	Hits@1: 0.044
2020-12-28 22:08:05,679 - Epoch: 33000	MRR: 0.083	Hits@10: 0.151	Hits@5: 0.114	Hits@1: 0.044
2020-12-28 22:20:16,197 - Epoch: 34000	MRR: 0.082	Hits@10: 0.145	Hits@5: 0.119	Hits@1: 0.043
2020-12-28 22:32:43,860 - Epoch: 35000	MRR: 0.080	Hits@10: 0.145	Hits@5: 0.111	Hits@1: 0.043
2020-12-28 22:45:52,960 - Epoch: 36000	MRR: 0.086	Hits@10: 0.156	Hits@5: 0.123	Hits@1: 0.047
2020-12-28 22:59:28,834 - Epoch: 37000	MRR: 0.082	Hits@10: 0.148	Hits@5: 0.111	Hits@1: 0.045
2020-12-28 23:15:15,940 - Epoch: 38000	MRR: 0.078	Hits@10: 0.144	Hits@5: 0.112	Hits@1: 0.041
2020-12-28 23:30:58,504 - Epoch: 39000	MRR: 0.076	Hits@10: 0.144	Hits@5: 0.102	Hits@1: 0.040
2020-12-28 23:45:04,890 - Epoch: 40000	MRR: 0.084	Hits@10: 0.145	Hits@5: 0.116	Hits@1: 0.046
2020-12-28 23:57:13,768 - Epoch: 41000	MRR: 0.081	Hits@10: 0.140	Hits@5: 0.113	Hits@1: 0.043
2020-12-29 00:09:26,823 - Epoch: 42000	MRR: 0.083	Hits@10: 0.144	Hits@5: 0.114	Hits@1: 0.046
2020-12-29 00:23:28,408 - Epoch: 43000	MRR: 0.081	Hits@10: 0.151	Hits@5: 0.119	Hits@1: 0.040
2020-12-29 00:39:17,337 - Epoch: 44000	MRR: 0.086	Hits@10: 0.141	Hits@5: 0.112	Hits@1: 0.051
2020-12-29 00:56:14,645 - Epoch: 45000	MRR: 0.084	Hits@10: 0.152	Hits@5: 0.116	Hits@1: 0.044
2020-12-29 01:10:56,061 - Epoch: 46000	MRR: 0.083	Hits@10: 0.143	Hits@5: 0.116	Hits@1: 0.044
2020-12-29 01:21:54,896 - Epoch: 47000	MRR: 0.086	Hits@10: 0.154	Hits@5: 0.120	Hits@1: 0.047
2020-12-29 01:32:55,503 - Epoch: 48000	MRR: 0.082	Hits@10: 0.149	Hits@5: 0.107	Hits@1: 0.045
2020-12-29 01:44:00,688 - Epoch: 49000	MRR: 0.085	Hits@10: 0.149	Hits@5: 0.113	Hits@1: 0.047
2020-12-29 01:55:09,062 - Epoch: 50000	MRR: 0.082	Hits@10: 0.147	Hits@5: 0.115	Hits@1: 0.045
2020-12-29 02:06:20,745 - Epoch: 51000	MRR: 0.082	Hits@10: 0.147	Hits@5: 0.109	Hits@1: 0.047
2020-12-29 02:17:29,893 - Epoch: 52000	MRR: 0.085	Hits@10: 0.154	Hits@5: 0.121	Hits@1: 0.045
2020-12-29 02:28:35,713 - Epoch: 53000	MRR: 0.085	Hits@10: 0.146	Hits@5: 0.116	Hits@1: 0.049
2020-12-29 02:39:41,940 - Epoch: 54000	MRR: 0.077	Hits@10: 0.143	Hits@5: 0.116	Hits@1: 0.038
2020-12-29 02:39:42,046 - Reload state_dict from state/TransR10000_30shot_600emb/state_dict
2020-12-29 02:39:42,816 - Epoch: None	MRR: 0.264	Hits@10: 0.453	Hits@5: 0.393	Hits@1: 0.127
