2020-11-23 09:50:12,171 - Epoch: 1000	MRR: 0.028	Hits@10: 0.077	Hits@5: 0.030	Hits@1: 0.007
2020-11-23 09:57:52,452 - Epoch: 2000	MRR: 0.038	Hits@10: 0.081	Hits@5: 0.044	Hits@1: 0.013
2020-11-23 10:06:51,751 - Epoch: 3000	MRR: 0.055	Hits@10: 0.123	Hits@5: 0.079	Hits@1: 0.023
2020-11-23 10:14:21,589 - Epoch: 4000	MRR: 0.077	Hits@10: 0.129	Hits@5: 0.092	Hits@1: 0.047
2020-11-23 10:21:42,428 - Epoch: 5000	MRR: 0.079	Hits@10: 0.144	Hits@5: 0.097	Hits@1: 0.045
2020-11-23 10:34:57,453 - Epoch: 6000	MRR: 0.090	Hits@10: 0.162	Hits@5: 0.121	Hits@1: 0.055
2020-11-23 10:50:09,809 - Epoch: 7000	MRR: 0.086	Hits@10: 0.158	Hits@5: 0.119	Hits@1: 0.048
2020-11-23 11:05:17,463 - Epoch: 8000	MRR: 0.086	Hits@10: 0.165	Hits@5: 0.128	Hits@1: 0.042
2020-11-23 11:20:11,999 - Epoch: 9000	MRR: 0.085	Hits@10: 0.167	Hits@5: 0.134	Hits@1: 0.038
2020-11-23 11:36:04,079 - Epoch: 10000	MRR: 0.086	Hits@10: 0.173	Hits@5: 0.126	Hits@1: 0.037
2020-11-23 11:51:25,014 - Epoch: 11000	MRR: 0.089	Hits@10: 0.175	Hits@5: 0.133	Hits@1: 0.043
2020-11-23 12:06:08,542 - Epoch: 12000	MRR: 0.083	Hits@10: 0.177	Hits@5: 0.132	Hits@1: 0.031
2020-11-23 12:22:11,959 - Epoch: 13000	MRR: 0.095	Hits@10: 0.174	Hits@5: 0.135	Hits@1: 0.047
2020-11-23 12:36:24,413 - Epoch: 14000	MRR: 0.084	Hits@10: 0.168	Hits@5: 0.132	Hits@1: 0.033
2020-11-23 12:50:41,204 - Epoch: 15000	MRR: 0.089	Hits@10: 0.177	Hits@5: 0.143	Hits@1: 0.036
2020-11-23 13:04:28,293 - Epoch: 16000	MRR: 0.096	Hits@10: 0.173	Hits@5: 0.135	Hits@1: 0.052
2020-11-23 13:19:39,865 - Epoch: 17000	MRR: 0.087	Hits@10: 0.181	Hits@5: 0.147	Hits@1: 0.032
2020-11-23 13:33:16,159 - Epoch: 18000	MRR: 0.084	Hits@10: 0.176	Hits@5: 0.135	Hits@1: 0.033
2020-11-23 13:46:54,512 - Epoch: 19000	MRR: 0.090	Hits@10: 0.176	Hits@5: 0.138	Hits@1: 0.040
2020-11-23 14:02:00,807 - Epoch: 20000	MRR: 0.082	Hits@10: 0.172	Hits@5: 0.140	Hits@1: 0.030
2020-11-23 14:16:09,221 - Epoch: 21000	MRR: 0.090	Hits@10: 0.168	Hits@5: 0.138	Hits@1: 0.042
2020-11-23 14:30:32,469 - Epoch: 22000	MRR: 0.088	Hits@10: 0.174	Hits@5: 0.137	Hits@1: 0.040
2020-11-23 14:44:58,538 - Epoch: 23000	MRR: 0.085	Hits@10: 0.173	Hits@5: 0.143	Hits@1: 0.032
2020-11-23 14:59:35,778 - Epoch: 24000	MRR: 0.092	Hits@10: 0.181	Hits@5: 0.146	Hits@1: 0.040
2020-11-23 15:13:40,181 - Epoch: 25000	MRR: 0.091	Hits@10: 0.177	Hits@5: 0.137	Hits@1: 0.039
2020-11-23 15:27:20,367 - Epoch: 26000	MRR: 0.099	Hits@10: 0.182	Hits@5: 0.144	Hits@1: 0.051
2020-11-23 15:41:47,978 - Epoch: 27000	MRR: 0.092	Hits@10: 0.185	Hits@5: 0.142	Hits@1: 0.040
2020-11-23 15:55:49,966 - Epoch: 28000	MRR: 0.090	Hits@10: 0.186	Hits@5: 0.155	Hits@1: 0.034
2020-11-23 16:07:18,177 - Epoch: 29000	MRR: 0.095	Hits@10: 0.187	Hits@5: 0.143	Hits@1: 0.042
2020-11-23 16:14:58,741 - Epoch: 30000	MRR: 0.093	Hits@10: 0.180	Hits@5: 0.142	Hits@1: 0.045
2020-11-23 16:23:04,174 - Epoch: 31000	MRR: 0.089	Hits@10: 0.183	Hits@5: 0.144	Hits@1: 0.037
2020-11-23 16:30:32,770 - Epoch: 32000	MRR: 0.094	Hits@10: 0.186	Hits@5: 0.153	Hits@1: 0.039
2020-11-23 16:37:46,044 - Epoch: 33000	MRR: 0.088	Hits@10: 0.183	Hits@5: 0.146	Hits@1: 0.031
2020-11-23 16:51:19,183 - Epoch: 34000	MRR: 0.096	Hits@10: 0.181	Hits@5: 0.146	Hits@1: 0.045
2020-11-23 17:03:36,861 - Epoch: 35000	MRR: 0.090	Hits@10: 0.187	Hits@5: 0.142	Hits@1: 0.035
2020-11-23 17:15:52,705 - Epoch: 36000	MRR: 0.099	Hits@10: 0.188	Hits@5: 0.152	Hits@1: 0.050
2020-11-23 17:28:29,311 - Epoch: 37000	MRR: 0.090	Hits@10: 0.186	Hits@5: 0.151	Hits@1: 0.035
2020-11-23 17:41:23,651 - Epoch: 38000	MRR: 0.090	Hits@10: 0.190	Hits@5: 0.144	Hits@1: 0.035
2020-11-23 17:53:46,717 - Epoch: 39000	MRR: 0.092	Hits@10: 0.180	Hits@5: 0.146	Hits@1: 0.040
2020-11-23 18:05:42,531 - Epoch: 40000	MRR: 0.096	Hits@10: 0.188	Hits@5: 0.145	Hits@1: 0.044
2020-11-23 18:18:42,877 - Epoch: 41000	MRR: 0.095	Hits@10: 0.180	Hits@5: 0.151	Hits@1: 0.040
2020-11-23 18:31:07,383 - Epoch: 42000	MRR: 0.091	Hits@10: 0.175	Hits@5: 0.144	Hits@1: 0.035
2020-11-23 18:43:28,666 - Epoch: 43000	MRR: 0.096	Hits@10: 0.184	Hits@5: 0.146	Hits@1: 0.044
2020-11-23 18:56:08,600 - Epoch: 44000	MRR: 0.091	Hits@10: 0.177	Hits@5: 0.142	Hits@1: 0.040
2020-11-23 19:08:55,357 - Epoch: 45000	MRR: 0.095	Hits@10: 0.187	Hits@5: 0.140	Hits@1: 0.043
2020-11-23 19:21:10,858 - Epoch: 46000	MRR: 0.096	Hits@10: 0.175	Hits@5: 0.142	Hits@1: 0.047
2020-11-23 19:33:04,933 - Epoch: 47000	MRR: 0.100	Hits@10: 0.173	Hits@5: 0.146	Hits@1: 0.053
2020-11-23 19:46:04,667 - Epoch: 48000	MRR: 0.092	Hits@10: 0.177	Hits@5: 0.130	Hits@1: 0.044
2020-11-23 19:58:31,461 - Epoch: 49000	MRR: 0.100	Hits@10: 0.177	Hits@5: 0.142	Hits@1: 0.054
2020-11-23 20:10:54,021 - Epoch: 50000	MRR: 0.094	Hits@10: 0.186	Hits@5: 0.141	Hits@1: 0.043
2020-11-23 20:23:39,059 - Epoch: 51000	MRR: 0.093	Hits@10: 0.180	Hits@5: 0.139	Hits@1: 0.041
2020-11-23 20:36:21,376 - Epoch: 52000	MRR: 0.093	Hits@10: 0.183	Hits@5: 0.140	Hits@1: 0.042
2020-11-23 20:48:52,032 - Epoch: 53000	MRR: 0.096	Hits@10: 0.188	Hits@5: 0.143	Hits@1: 0.044
2020-11-23 21:00:43,489 - Epoch: 54000	MRR: 0.090	Hits@10: 0.171	Hits@5: 0.140	Hits@1: 0.041
2020-11-23 21:13:45,050 - Epoch: 55000	MRR: 0.091	Hits@10: 0.172	Hits@5: 0.137	Hits@1: 0.040
