2020-12-28 15:32:34,349 - Epoch: 1000	MRR: 0.028	Hits@10: 0.069	Hits@5: 0.049	Hits@1: 0.006
2020-12-28 15:42:12,943 - Epoch: 2000	MRR: 0.048	Hits@10: 0.086	Hits@5: 0.057	Hits@1: 0.024
2020-12-28 15:51:45,334 - Epoch: 3000	MRR: 0.063	Hits@10: 0.120	Hits@5: 0.083	Hits@1: 0.030
2020-12-28 16:01:10,389 - Epoch: 4000	MRR: 0.071	Hits@10: 0.136	Hits@5: 0.102	Hits@1: 0.034
2020-12-28 16:10:40,520 - Epoch: 5000	MRR: 0.069	Hits@10: 0.133	Hits@5: 0.099	Hits@1: 0.031
2020-12-28 16:20:14,780 - Epoch: 6000	MRR: 0.077	Hits@10: 0.152	Hits@5: 0.109	Hits@1: 0.036
2020-12-28 16:29:54,721 - Epoch: 7000	MRR: 0.082	Hits@10: 0.154	Hits@5: 0.116	Hits@1: 0.041
2020-12-28 16:39:16,715 - Epoch: 8000	MRR: 0.072	Hits@10: 0.142	Hits@5: 0.105	Hits@1: 0.031
2020-12-28 16:48:35,421 - Epoch: 9000	MRR: 0.084	Hits@10: 0.149	Hits@5: 0.115	Hits@1: 0.043
2020-12-28 16:58:07,500 - Epoch: 10000	MRR: 0.084	Hits@10: 0.161	Hits@5: 0.113	Hits@1: 0.045
2020-12-28 17:07:46,733 - Epoch: 11000	MRR: 0.079	Hits@10: 0.155	Hits@5: 0.109	Hits@1: 0.038
2020-12-28 17:17:07,520 - Epoch: 12000	MRR: 0.081	Hits@10: 0.151	Hits@5: 0.110	Hits@1: 0.042
2020-12-28 17:26:28,697 - Epoch: 13000	MRR: 0.089	Hits@10: 0.162	Hits@5: 0.119	Hits@1: 0.050
2020-12-28 17:35:53,395 - Epoch: 14000	MRR: 0.089	Hits@10: 0.156	Hits@5: 0.117	Hits@1: 0.053
2020-12-28 17:45:26,583 - Epoch: 15000	MRR: 0.082	Hits@10: 0.163	Hits@5: 0.119	Hits@1: 0.038
2020-12-28 17:54:54,094 - Epoch: 16000	MRR: 0.086	Hits@10: 0.160	Hits@5: 0.114	Hits@1: 0.047
2020-12-28 18:04:15,199 - Epoch: 17000	MRR: 0.089	Hits@10: 0.155	Hits@5: 0.126	Hits@1: 0.049
2020-12-28 18:13:36,562 - Epoch: 18000	MRR: 0.089	Hits@10: 0.147	Hits@5: 0.122	Hits@1: 0.051
2020-12-28 18:24:32,259 - Epoch: 19000	MRR: 0.095	Hits@10: 0.166	Hits@5: 0.133	Hits@1: 0.055
2020-12-28 18:36:30,690 - Epoch: 20000	MRR: 0.093	Hits@10: 0.162	Hits@5: 0.131	Hits@1: 0.053
2020-12-28 18:45:44,973 - Epoch: 21000	MRR: 0.092	Hits@10: 0.164	Hits@5: 0.131	Hits@1: 0.052
2020-12-28 18:55:01,755 - Epoch: 22000	MRR: 0.093	Hits@10: 0.156	Hits@5: 0.117	Hits@1: 0.057
2020-12-28 19:04:32,568 - Epoch: 23000	MRR: 0.093	Hits@10: 0.153	Hits@5: 0.122	Hits@1: 0.056
2020-12-28 19:14:07,987 - Epoch: 24000	MRR: 0.092	Hits@10: 0.153	Hits@5: 0.123	Hits@1: 0.054
2020-12-28 19:23:28,078 - Epoch: 25000	MRR: 0.096	Hits@10: 0.163	Hits@5: 0.136	Hits@1: 0.057
2020-12-28 19:32:46,446 - Epoch: 26000	MRR: 0.087	Hits@10: 0.160	Hits@5: 0.128	Hits@1: 0.045
2020-12-28 19:42:13,995 - Epoch: 27000	MRR: 0.091	Hits@10: 0.160	Hits@5: 0.130	Hits@1: 0.053
2020-12-28 19:51:50,439 - Epoch: 28000	MRR: 0.090	Hits@10: 0.154	Hits@5: 0.127	Hits@1: 0.049
2020-12-28 20:01:15,895 - Epoch: 29000	MRR: 0.091	Hits@10: 0.163	Hits@5: 0.129	Hits@1: 0.050
2020-12-28 20:10:35,633 - Epoch: 30000	MRR: 0.088	Hits@10: 0.155	Hits@5: 0.128	Hits@1: 0.046
2020-12-28 20:19:56,426 - Epoch: 31000	MRR: 0.084	Hits@10: 0.149	Hits@5: 0.120	Hits@1: 0.045
2020-12-28 20:29:31,548 - Epoch: 32000	MRR: 0.079	Hits@10: 0.151	Hits@5: 0.116	Hits@1: 0.040
2020-12-28 20:39:00,763 - Epoch: 33000	MRR: 0.087	Hits@10: 0.157	Hits@5: 0.117	Hits@1: 0.048
2020-12-28 20:48:16,977 - Epoch: 34000	MRR: 0.088	Hits@10: 0.158	Hits@5: 0.123	Hits@1: 0.046
2020-12-28 20:57:31,728 - Epoch: 35000	MRR: 0.085	Hits@10: 0.158	Hits@5: 0.123	Hits@1: 0.044
2020-12-28 21:07:02,784 - Epoch: 36000	MRR: 0.086	Hits@10: 0.163	Hits@5: 0.133	Hits@1: 0.039
2020-12-28 21:16:39,981 - Epoch: 37000	MRR: 0.089	Hits@10: 0.160	Hits@5: 0.123	Hits@1: 0.047
2020-12-28 21:26:02,083 - Epoch: 38000	MRR: 0.090	Hits@10: 0.158	Hits@5: 0.124	Hits@1: 0.048
2020-12-28 21:35:23,896 - Epoch: 39000	MRR: 0.091	Hits@10: 0.159	Hits@5: 0.129	Hits@1: 0.048
2020-12-28 21:44:48,573 - Epoch: 40000	MRR: 0.093	Hits@10: 0.164	Hits@5: 0.127	Hits@1: 0.052
2020-12-28 21:54:21,914 - Epoch: 41000	MRR: 0.093	Hits@10: 0.164	Hits@5: 0.125	Hits@1: 0.053
2020-12-28 22:03:46,489 - Epoch: 42000	MRR: 0.090	Hits@10: 0.161	Hits@5: 0.125	Hits@1: 0.049
2020-12-28 22:13:05,067 - Epoch: 43000	MRR: 0.086	Hits@10: 0.149	Hits@5: 0.123	Hits@1: 0.045
2020-12-28 22:22:25,293 - Epoch: 44000	MRR: 0.093	Hits@10: 0.168	Hits@5: 0.130	Hits@1: 0.051
