2020-12-21 20:22:23,951 - Epoch: 1000	MRR: 0.026	Hits@10: 0.067	Hits@5: 0.060	Hits@1: 0.006
2020-12-21 20:34:14,429 - Epoch: 2000	MRR: 0.044	Hits@10: 0.080	Hits@5: 0.059	Hits@1: 0.019
2020-12-21 20:46:14,614 - Epoch: 3000	MRR: 0.063	Hits@10: 0.111	Hits@5: 0.075	Hits@1: 0.037
2020-12-21 20:57:54,752 - Epoch: 4000	MRR: 0.070	Hits@10: 0.129	Hits@5: 0.088	Hits@1: 0.037
2020-12-21 21:09:48,899 - Epoch: 5000	MRR: 0.067	Hits@10: 0.130	Hits@5: 0.092	Hits@1: 0.031
2020-12-21 21:21:36,719 - Epoch: 6000	MRR: 0.074	Hits@10: 0.132	Hits@5: 0.098	Hits@1: 0.039
2020-12-21 21:33:24,661 - Epoch: 7000	MRR: 0.079	Hits@10: 0.134	Hits@5: 0.104	Hits@1: 0.043
2020-12-21 21:45:09,365 - Epoch: 8000	MRR: 0.084	Hits@10: 0.140	Hits@5: 0.105	Hits@1: 0.052
2020-12-21 21:57:10,512 - Epoch: 9000	MRR: 0.078	Hits@10: 0.139	Hits@5: 0.100	Hits@1: 0.042
2020-12-21 22:08:49,384 - Epoch: 10000	MRR: 0.084	Hits@10: 0.139	Hits@5: 0.109	Hits@1: 0.050
2020-12-21 22:20:35,062 - Epoch: 11000	MRR: 0.082	Hits@10: 0.135	Hits@5: 0.104	Hits@1: 0.048
2020-12-21 22:32:14,509 - Epoch: 12000	MRR: 0.093	Hits@10: 0.155	Hits@5: 0.121	Hits@1: 0.056
2020-12-21 22:43:53,303 - Epoch: 13000	MRR: 0.088	Hits@10: 0.148	Hits@5: 0.116	Hits@1: 0.053
2020-12-21 22:55:35,073 - Epoch: 14000	MRR: 0.089	Hits@10: 0.155	Hits@5: 0.118	Hits@1: 0.053
2020-12-21 23:07:13,762 - Epoch: 15000	MRR: 0.088	Hits@10: 0.158	Hits@5: 0.123	Hits@1: 0.047
