2021-04-20 10:15:46,752 - Epoch: 1000	MRR: 0.026	Hits@10: 0.067	Hits@5: 0.050	Hits@1: 0.006
2021-04-20 10:32:33,344 - Epoch: 2000	MRR: 0.039	Hits@10: 0.086	Hits@5: 0.053	Hits@1: 0.011
2021-04-20 10:48:18,446 - Epoch: 3000	MRR: 0.051	Hits@10: 0.098	Hits@5: 0.070	Hits@1: 0.021
2021-04-20 11:04:20,796 - Epoch: 4000	MRR: 0.068	Hits@10: 0.118	Hits@5: 0.083	Hits@1: 0.036
2021-04-20 11:19:34,235 - Epoch: 5000	MRR: 0.068	Hits@10: 0.122	Hits@5: 0.084	Hits@1: 0.033
2021-04-20 11:35:08,558 - Epoch: 6000	MRR: 0.079	Hits@10: 0.141	Hits@5: 0.102	Hits@1: 0.042
2021-04-20 11:50:19,208 - Epoch: 7000	MRR: 0.084	Hits@10: 0.146	Hits@5: 0.114	Hits@1: 0.046
2021-04-20 12:06:39,205 - Epoch: 8000	MRR: 0.082	Hits@10: 0.138	Hits@5: 0.109	Hits@1: 0.048
2021-04-20 12:21:51,636 - Epoch: 9000	MRR: 0.084	Hits@10: 0.146	Hits@5: 0.111	Hits@1: 0.048
2021-04-20 12:37:16,286 - Epoch: 10000	MRR: 0.082	Hits@10: 0.150	Hits@5: 0.114	Hits@1: 0.042
2021-04-20 12:51:51,796 - Epoch: 11000	MRR: 0.087	Hits@10: 0.150	Hits@5: 0.118	Hits@1: 0.052
2021-04-20 13:07:11,366 - Epoch: 12000	MRR: 0.087	Hits@10: 0.153	Hits@5: 0.120	Hits@1: 0.046
2021-04-20 13:22:22,818 - Epoch: 13000	MRR: 0.084	Hits@10: 0.157	Hits@5: 0.113	Hits@1: 0.043
2021-04-20 13:37:51,506 - Epoch: 14000	MRR: 0.087	Hits@10: 0.157	Hits@5: 0.119	Hits@1: 0.049
2021-04-20 13:52:33,490 - Epoch: 15000	MRR: 0.086	Hits@10: 0.152	Hits@5: 0.119	Hits@1: 0.047
2021-04-20 14:08:38,737 - Epoch: 16000	MRR: 0.084	Hits@10: 0.138	Hits@5: 0.112	Hits@1: 0.049
2021-04-20 14:23:39,895 - Epoch: 17000	MRR: 0.082	Hits@10: 0.149	Hits@5: 0.125	Hits@1: 0.036
2021-04-20 14:39:13,617 - Epoch: 18000	MRR: 0.087	Hits@10: 0.157	Hits@5: 0.116	Hits@1: 0.045
2021-04-20 14:54:04,464 - Epoch: 19000	MRR: 0.090	Hits@10: 0.159	Hits@5: 0.125	Hits@1: 0.049
2021-04-20 15:09:28,177 - Epoch: 20000	MRR: 0.090	Hits@10: 0.156	Hits@5: 0.120	Hits@1: 0.049
2021-04-20 15:24:47,815 - Epoch: 21000	MRR: 0.091	Hits@10: 0.162	Hits@5: 0.121	Hits@1: 0.050
2021-04-20 15:40:50,917 - Epoch: 22000	MRR: 0.090	Hits@10: 0.163	Hits@5: 0.123	Hits@1: 0.047
2021-04-20 15:56:27,919 - Epoch: 23000	MRR: 0.090	Hits@10: 0.167	Hits@5: 0.124	Hits@1: 0.046
2021-04-20 16:12:21,583 - Epoch: 24000	MRR: 0.094	Hits@10: 0.163	Hits@5: 0.129	Hits@1: 0.050
2021-04-20 16:27:25,428 - Epoch: 25000	MRR: 0.093	Hits@10: 0.159	Hits@5: 0.118	Hits@1: 0.052
2021-04-20 16:43:17,470 - Epoch: 26000	MRR: 0.091	Hits@10: 0.151	Hits@5: 0.125	Hits@1: 0.051
2021-04-20 16:58:30,298 - Epoch: 27000	MRR: 0.092	Hits@10: 0.160	Hits@5: 0.124	Hits@1: 0.051
2021-04-20 17:14:41,181 - Epoch: 28000	MRR: 0.093	Hits@10: 0.165	Hits@5: 0.121	Hits@1: 0.051
2021-04-20 17:30:02,497 - Epoch: 29000	MRR: 0.091	Hits@10: 0.166	Hits@5: 0.125	Hits@1: 0.048
2021-04-20 17:46:17,456 - Epoch: 30000	MRR: 0.092	Hits@10: 0.154	Hits@5: 0.120	Hits@1: 0.050
2021-04-20 18:01:22,252 - Epoch: 31000	MRR: 0.096	Hits@10: 0.165	Hits@5: 0.127	Hits@1: 0.054
2021-04-20 18:17:35,683 - Epoch: 32000	MRR: 0.091	Hits@10: 0.161	Hits@5: 0.125	Hits@1: 0.046
2021-04-20 18:31:22,039 - Epoch: 33000	MRR: 0.097	Hits@10: 0.164	Hits@5: 0.125	Hits@1: 0.058
2021-04-20 18:44:45,183 - Epoch: 34000	MRR: 0.089	Hits@10: 0.158	Hits@5: 0.118	Hits@1: 0.049
2021-04-20 18:58:16,517 - Epoch: 35000	MRR: 0.088	Hits@10: 0.158	Hits@5: 0.119	Hits@1: 0.046
2021-04-20 19:12:56,636 - Epoch: 36000	MRR: 0.091	Hits@10: 0.163	Hits@5: 0.131	Hits@1: 0.045
2021-04-20 19:26:29,410 - Epoch: 37000	MRR: 0.090	Hits@10: 0.165	Hits@5: 0.130	Hits@1: 0.043
2021-04-20 19:39:51,404 - Epoch: 38000	MRR: 0.089	Hits@10: 0.155	Hits@5: 0.124	Hits@1: 0.045
2021-04-20 19:53:26,543 - Epoch: 39000	MRR: 0.094	Hits@10: 0.161	Hits@5: 0.131	Hits@1: 0.053
2021-04-20 20:07:46,818 - Epoch: 40000	MRR: 0.088	Hits@10: 0.157	Hits@5: 0.125	Hits@1: 0.045
2021-04-20 20:21:37,082 - Epoch: 41000	MRR: 0.085	Hits@10: 0.159	Hits@5: 0.124	Hits@1: 0.044
2021-04-20 20:35:31,705 - Epoch: 42000	MRR: 0.090	Hits@10: 0.168	Hits@5: 0.130	Hits@1: 0.046
2021-04-20 20:49:27,085 - Epoch: 43000	MRR: 0.087	Hits@10: 0.162	Hits@5: 0.125	Hits@1: 0.040
