2020-12-21 20:24:01,329 - Epoch: 1000	MRR: 0.028	Hits@10: 0.074	Hits@5: 0.051	Hits@1: 0.005
2020-12-21 20:35:51,824 - Epoch: 2000	MRR: 0.050	Hits@10: 0.100	Hits@5: 0.069	Hits@1: 0.017
2020-12-21 20:47:53,756 - Epoch: 3000	MRR: 0.053	Hits@10: 0.116	Hits@5: 0.081	Hits@1: 0.018
2020-12-21 20:59:33,918 - Epoch: 4000	MRR: 0.073	Hits@10: 0.136	Hits@5: 0.094	Hits@1: 0.038
2020-12-21 21:11:25,687 - Epoch: 5000	MRR: 0.077	Hits@10: 0.142	Hits@5: 0.099	Hits@1: 0.040
2020-12-21 21:23:13,252 - Epoch: 6000	MRR: 0.080	Hits@10: 0.153	Hits@5: 0.104	Hits@1: 0.043
2020-12-21 21:35:00,588 - Epoch: 7000	MRR: 0.088	Hits@10: 0.156	Hits@5: 0.110	Hits@1: 0.050
2020-12-21 21:46:42,709 - Epoch: 8000	MRR: 0.087	Hits@10: 0.150	Hits@5: 0.109	Hits@1: 0.050
2020-12-21 21:58:39,979 - Epoch: 9000	MRR: 0.086	Hits@10: 0.148	Hits@5: 0.110	Hits@1: 0.049
2020-12-21 22:10:17,183 - Epoch: 10000	MRR: 0.088	Hits@10: 0.158	Hits@5: 0.117	Hits@1: 0.048
2020-12-21 22:22:02,512 - Epoch: 11000	MRR: 0.090	Hits@10: 0.148	Hits@5: 0.113	Hits@1: 0.053
2020-12-21 22:33:43,943 - Epoch: 12000	MRR: 0.089	Hits@10: 0.151	Hits@5: 0.116	Hits@1: 0.051
2020-12-21 22:45:23,013 - Epoch: 13000	MRR: 0.090	Hits@10: 0.150	Hits@5: 0.112	Hits@1: 0.051
2020-12-21 22:57:05,028 - Epoch: 14000	MRR: 0.093	Hits@10: 0.157	Hits@5: 0.120	Hits@1: 0.052
2020-12-21 23:08:48,688 - Epoch: 15000	MRR: 0.094	Hits@10: 0.148	Hits@5: 0.123	Hits@1: 0.056
2020-12-21 23:20:27,896 - Epoch: 16000	MRR: 0.092	Hits@10: 0.155	Hits@5: 0.120	Hits@1: 0.051
2020-12-21 23:32:04,777 - Epoch: 17000	MRR: 0.097	Hits@10: 0.159	Hits@5: 0.125	Hits@1: 0.056
2020-12-21 23:43:51,212 - Epoch: 18000	MRR: 0.096	Hits@10: 0.152	Hits@5: 0.126	Hits@1: 0.057
2020-12-21 23:55:49,706 - Epoch: 19000	MRR: 0.092	Hits@10: 0.149	Hits@5: 0.121	Hits@1: 0.053
2020-12-22 00:07:49,577 - Epoch: 20000	MRR: 0.089	Hits@10: 0.150	Hits@5: 0.121	Hits@1: 0.048
2020-12-22 00:19:43,927 - Epoch: 21000	MRR: 0.094	Hits@10: 0.153	Hits@5: 0.128	Hits@1: 0.051
2020-12-22 00:31:26,454 - Epoch: 22000	MRR: 0.095	Hits@10: 0.155	Hits@5: 0.131	Hits@1: 0.052
2020-12-22 00:43:09,362 - Epoch: 23000	MRR: 0.094	Hits@10: 0.161	Hits@5: 0.132	Hits@1: 0.050
2020-12-22 00:54:49,475 - Epoch: 24000	MRR: 0.095	Hits@10: 0.167	Hits@5: 0.134	Hits@1: 0.050
2020-12-22 01:06:30,744 - Epoch: 25000	MRR: 0.098	Hits@10: 0.158	Hits@5: 0.131	Hits@1: 0.055
2020-12-22 01:18:10,789 - Epoch: 26000	MRR: 0.091	Hits@10: 0.154	Hits@5: 0.127	Hits@1: 0.050
2020-12-22 01:29:57,838 - Epoch: 27000	MRR: 0.090	Hits@10: 0.151	Hits@5: 0.124	Hits@1: 0.051
2020-12-22 01:41:36,786 - Epoch: 28000	MRR: 0.094	Hits@10: 0.153	Hits@5: 0.127	Hits@1: 0.054
2020-12-22 01:53:13,557 - Epoch: 29000	MRR: 0.094	Hits@10: 0.153	Hits@5: 0.127	Hits@1: 0.052
2020-12-22 02:04:49,063 - Epoch: 30000	MRR: 0.094	Hits@10: 0.155	Hits@5: 0.121	Hits@1: 0.054
2020-12-22 02:16:25,815 - Epoch: 31000	MRR: 0.095	Hits@10: 0.156	Hits@5: 0.130	Hits@1: 0.053
2020-12-22 02:28:10,797 - Epoch: 32000	MRR: 0.090	Hits@10: 0.151	Hits@5: 0.121	Hits@1: 0.051
2020-12-22 02:39:49,881 - Epoch: 33000	MRR: 0.090	Hits@10: 0.158	Hits@5: 0.123	Hits@1: 0.047
2020-12-22 02:51:36,416 - Epoch: 34000	MRR: 0.089	Hits@10: 0.156	Hits@5: 0.122	Hits@1: 0.047
2020-12-22 03:03:15,314 - Epoch: 35000	MRR: 0.093	Hits@10: 0.155	Hits@5: 0.128	Hits@1: 0.052
2020-12-22 03:15:01,344 - Epoch: 36000	MRR: 0.086	Hits@10: 0.148	Hits@5: 0.118	Hits@1: 0.046
2020-12-22 03:26:43,691 - Epoch: 37000	MRR: 0.085	Hits@10: 0.145	Hits@5: 0.120	Hits@1: 0.044
2020-12-22 03:38:24,895 - Epoch: 38000	MRR: 0.085	Hits@10: 0.141	Hits@5: 0.115	Hits@1: 0.044
2020-12-22 03:50:25,559 - Epoch: 39000	MRR: 0.094	Hits@10: 0.151	Hits@5: 0.125	Hits@1: 0.053
2020-12-22 04:02:06,836 - Epoch: 40000	MRR: 0.088	Hits@10: 0.153	Hits@5: 0.124	Hits@1: 0.045
2020-12-22 04:13:46,859 - Epoch: 41000	MRR: 0.089	Hits@10: 0.151	Hits@5: 0.126	Hits@1: 0.047
2020-12-22 04:25:28,766 - Epoch: 42000	MRR: 0.089	Hits@10: 0.144	Hits@5: 0.123	Hits@1: 0.049
2020-12-22 04:37:11,759 - Epoch: 43000	MRR: 0.090	Hits@10: 0.146	Hits@5: 0.124	Hits@1: 0.049
2020-12-22 04:48:52,887 - Epoch: 44000	MRR: 0.089	Hits@10: 0.146	Hits@5: 0.120	Hits@1: 0.050
